author,file,label,lat,license,lon,observation_id,observed_on,page_id,photo_id,source,source_url
pushy,ai_dataset/positive/inat_394873396_723969024.jpg,niscalo,46.4542833333,cc-by,-86.6832966667,394873396,2026-08-26,,723969024,iNaturalist,https://www.inaturalist.org/observations/394873396
davidsandler,ai_dataset/positive/inat_399248674_732478003.jpg,niscalo,48.4105625997,cc-by,15.1308064,399248674,2026-09-11,,732478003,iNaturalist,https://www.inaturalist.org/observations/399248674
"<a href=""//commons.wikimedia.org/wiki/User:Pinakpani"" title=""User:Pinakpani"">Pinakpani</a>",ai_dataset/negative/commons_167195692.jpg,no_niscalo,,cc by 4.0,,,,167195692,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Rishop_Pine_forest_at_6_mile,_Rishop_14.jpg"
"<a href=""//commons.wikimedia.org/wiki/User:Alexkom000"" title=""User:Alexkom000"">Alexkom000</a>",ai_dataset/negative/commons_197941740.jpg,no_niscalo,,cc by 4.0,,,,197941740,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2026-08-09_Pine_forest_in_Ferrel_5.jpg
igor117,ai_dataset/positive/inat_402208351_738331674.jpg,niscalo,51.83109245,cc-by,25.72942247,402208351,2026-09-21,,738331674,iNaturalist,https://www.inaturalist.org/observations/402208351
"<a href=""//commons.wikimedia.org/wiki/User:Vanischenu"" class=""mw-redirect"" title=""User:Vanischenu"">Vanischenu</a>",ai_dataset/negative/commons_23316165.jpg,no_niscalo,,cc by-sa 3.0,,,,23316165,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vagamon_pine_forest_2.jpg
Z3lvs,ai_dataset/negative/commons_142700044.jpg,no_niscalo,,cc0,,,,142700044,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest_04_30_2022_25.jpg
"<a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20161026012738/http://www.panoramio.com/user/3985956?with_photo_id=82462194"">Jaseem Hamza</a>",ai_dataset/negative/commons_55752519.jpg,no_niscalo,,cc by 3.0,,,,55752519,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vagamon_Pine_Forest_-_panoramio_(2).jpg
yggdrasi,ai_dataset/positive/inat_399052528_732099790.jpg,niscalo,40.6935554,cc-by,-110.9594541,399052528,2026-09-09,,732099790,iNaturalist,https://www.inaturalist.org/observations/399052528
Z3lvs,ai_dataset/negative/commons_142700100.jpg,no_niscalo,,cc0,,,,142700100,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest_04_30_2022_29.jpg
"<a href=""//commons.wikimedia.org/wiki/User:Reema_Jalihal"" title=""User:Reema Jalihal"">Reema Jalihal</a>",ai_dataset/negative/commons_193410602.jpg,no_niscalo,,cc by-sa 4.0,,,,193410602,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Pine_Forest_in_Vagamon,_Kerala.jpg"
sowjaka,ai_dataset/positive/inat_396299344_726765466.jpg,niscalo,55.2997916667,cc-by,58.1369555556,396299344,2026-08-25,,726765466,iNaturalist,https://www.inaturalist.org/observations/396299344
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Theasaphira&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Theasaphira (page does not exist)"">theasaphira</a>",ai_dataset/negative/commons_59691945.jpg,no_niscalo,,cc by-sa 4.0,,,,59691945,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_Forest_Imogiri.jpg
naturalist57011,ai_dataset/positive/inat_399589847_733140053.jpg,niscalo,55.8421138889,cc-by,39.0684444444,399589847,2026-09-11,,733140053,iNaturalist,https://www.inaturalist.org/observations/399589847
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Sridharao&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Sridharao (page does not exist)"">Sridhar Rao</a>",ai_dataset/negative/commons_86437257.jpg,no_niscalo,,cc by-sa 4.0,,,,86437257,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Khajiyar_Pine_Forest.jpg
"<a href=""//commons.wikimedia.org/w/index.php?title=User:%E0%AE%B9%E0%AF%87%E0%AE%AE%E0%AE%AA%E0%AE%BE%E0%AE%B0%E0%AE%A4%E0%AE%BF.%E0%AE%AA&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:ஹேமபாரதி.ப (page does not exist)"">ஹேமபாரதி.ப</a>",ai_dataset/negative/commons_106382268.jpg,no_niscalo,,cc by-sa 4.0,,,,106382268,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vagamon_pine_forest_in_kerala.jpg
"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/3101"">N Chadwick</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:Pine_forest_-_geograph.org.uk_-_7314671.jpg#P170"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png?utm_source=commons.wikimedia.org&amp;utm_campaign=parser&amp;utm_content=thumbnail"" decoding=""async"" loading=""lazy"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>",ai_dataset/negative/commons_158846162.jpg,no_niscalo,,cc by-sa 2.0,,,,158846162,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_forest_-_geograph.org.uk_-_7314671.jpg
sam1615,ai_dataset/positive/inat_400966279_735892397.jpg,niscalo,54.1222221667,cc-by,27.6085383333,400966279,2026-09-17,,735892397,iNaturalist,https://www.inaturalist.org/observations/400966279
"<a href=""//commons.wikimedia.org/wiki/User:Thunder60447"" title=""User:Thunder60447"">Thunder60447</a>",ai_dataset/negative/commons_194480168.jpg,no_niscalo,,cc by 4.0,,,,194480168,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Back_of_Pine_Forest_Inn_Historical_Marker.jpg
Z3lvs,ai_dataset/negative/commons_142699988.jpg,no_niscalo,,cc0,,,,142699988,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest_04_30_2022_22.jpg
igor117,ai_dataset/positive/inat_402208351_738331787.jpg,niscalo,51.83109245,cc-by,25.72942247,402208351,2026-09-21,,738331787,iNaturalist,https://www.inaturalist.org/observations/402208351
Z3lvs,ai_dataset/negative/commons_142699847.jpg,no_niscalo,,cc0,,,,142699847,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest_04_30_2022_3.jpg
sowjaka,ai_dataset/positive/inat_396062084_726298058.jpg,niscalo,55.2998638889,cc-by,58.1368583333,396062084,2026-08-25,,726298058,iNaturalist,https://www.inaturalist.org/observations/396062084
evgeniy_marinkin,ai_dataset/positive/inat_399236264_732455476.jpg,niscalo,55.3547439083,cc-by,59.4632314146,399236264,2026-09-11,,732455476,iNaturalist,https://www.inaturalist.org/observations/399236264
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Cyril_Okeke&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Cyril Okeke (page does not exist)"">Cyril Okeke</a>",ai_dataset/negative/commons_60480634.jpg,no_niscalo,,cc by-sa 4.0,,,,60480634,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ngwo_Pine_Forest_Enugu.jpg
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Yaseminkurr&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Yaseminkurr (page does not exist)"">Yaseminkurr</a>",ai_dataset/negative/commons_165802805.jpg,no_niscalo,,cc by-sa 4.0,,,,165802805,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_Buddhist_pine_forest_at_Kasuga_Shrine.jpg
Z3lvs,ai_dataset/negative/commons_142699980.jpg,no_niscalo,,cc0,,,,142699980,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest_04_30_2022_20.jpg
evgeniy_marinkin,ai_dataset/positive/inat_397207277_728496402.jpg,niscalo,55.3504860034,cc-by,59.4824511185,397207277,2026-09-04,,728496402,iNaturalist,https://www.inaturalist.org/observations/397207277
"<a href=""//commons.wikimedia.org/wiki/User:LBM1948"" title=""User:LBM1948"">LBM1948</a>",ai_dataset/negative/commons_110744414.jpg,no_niscalo,,cc by-sa 4.0,,,,110744414,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest,_California_1989_25.jpg"
"<a href=""//commons.wikimedia.org/wiki/User:Argenberg"" title=""User:Argenberg"">Vyacheslav Argenberg</a>",ai_dataset/negative/commons_103743441.jpg,no_niscalo,,cc by 4.0,,,,103743441,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Kullu_Valley,_Pine_and_deodar_forest,_India.jpg"
sowjaka,ai_dataset/positive/inat_396066467_726357043.jpg,niscalo,55.2997611111,cc-by,58.1369833333,396066467,2026-08-25,,726357043,iNaturalist,https://www.inaturalist.org/observations/396066467
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Neilhunt&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Neilhunt (page does not exist)"">Neilhunt</a>",ai_dataset/negative/commons_120277806.jpg,no_niscalo,,cc by-sa 4.0,,,,120277806,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_Forest_Sonlomont.jpg
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Jashapd1&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Jashapd1 (page does not exist)"">Jashapd1</a>",ai_dataset/negative/commons_171035533.jpg,no_niscalo,,cc by-sa 4.0,,,,171035533,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Lamahatta_Pine_Forest,_Darjeeling.jpg"
"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/79666107@N00"">Chris M Morris</a>",ai_dataset/negative/commons_93787856.jpg,no_niscalo,,cc by 2.0,,,,93787856,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Oak_Pine_Forest_(1208472236).jpg
"<a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20161027014339/http://www.panoramio.com/user/3985956?with_photo_id=82462186"">Jaseem Hamza</a>",ai_dataset/negative/commons_55752484.jpg,no_niscalo,,cc by 3.0,,,,55752484,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vagamon_Pine_Forest_-_panoramio.jpg
sowjaka,ai_dataset/positive/inat_396299306_726765342.jpg,niscalo,55.2997916667,cc-by,58.1369555556,396299306,2026-08-25,,726765342,iNaturalist,https://www.inaturalist.org/observations/396299306
rust_bucket,ai_dataset/positive/inat_400727593_735412872.jpg,niscalo,44.3160714997,cc-by,-70.66298,400727593,2026-09-15,,735412872,iNaturalist,https://www.inaturalist.org/observations/400727593
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Anonymlithuania&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Anonymlithuania (page does not exist)"">Anonymlithuania</a>",ai_dataset/negative/commons_178706838.jpg,no_niscalo,,cc by-sa 4.0,,,,178706838,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bogmoss_pine_forest_in_Žuvintas_Biosphere_Reserve.jpg
"<a href=""//commons.wikimedia.org/wiki/User:IvoShandor"" title=""User:IvoShandor"">IvoShandor</a>",ai_dataset/negative/commons_2888813.jpg,no_niscalo,,cc by 2.5,,,,2888813,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:White_Pines_Forest_State_Park_Pine_Stand2.JPG
"<a href=""//commons.wikimedia.org/wiki/User:Vicpeters"" title=""User:Vicpeters"">Vicpeters</a>",ai_dataset/negative/commons_170254675.jpg,no_niscalo,,cc by 4.0,,,,170254675,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Jeffrey_Pine_Forest_diorama_at_American_Museum_of_Natural_History.jpg
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Randjic&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Randjic (page does not exist)"">Marko Randjic</a>",ai_dataset/negative/commons_133712327.jpg,no_niscalo,,cc by-sa 4.0,,,,133712327,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_Forest_in_Semegnjevo.jpg
"<a href=""//commons.wikimedia.org/wiki/User:Gilangsmntr"" title=""User:Gilangsmntr"">Gilangsmntr</a>",ai_dataset/negative/commons_59717149.jpg,no_niscalo,,cc by-sa 4.0,,,,59717149,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_Forest_(Gn._Halimun_Salak_National_Park)_01.jpg
"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/16321"">Paul Chapman</a>",ai_dataset/negative/commons_13036810.jpg,no_niscalo,,cc by-sa 2.0,,,,13036810,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Caledonian_Pine_Forest_-_geograph.org.uk_-_519937.jpg
evgeniy_marinkin,ai_dataset/positive/inat_394663868_723555802.jpg,niscalo,55.3457216699,cc-by,59.4528019801,394663868,2026-08-26,,723555802,iNaturalist,https://www.inaturalist.org/observations/394663868
"<a href=""//commons.wikimedia.org/wiki/User:LBM1948"" title=""User:LBM1948"">LBM1948</a>",ai_dataset/negative/commons_110744914.jpg,no_niscalo,,cc by-sa 4.0,,,,110744914,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest,_California_1989_45.jpg"
"<a href=""//commons.wikimedia.org/wiki/User:Z3lvs"" title=""User:Z3lvs"">Z3lvs</a>",ai_dataset/negative/commons_171299660.jpg,no_niscalo,,cc0,,,,171299660,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cuban_Pine_Forests_Ecoregion_-_Relief_Map_Angle.png
"JOHN TOWNER <a rel=""nofollow"" class=""external text"" href=""http://unsplash.com/@heytowner"">heytowner</a>",ai_dataset/negative/commons_58855516.jpg,no_niscalo,,cc0,,,,58855516,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest,_United_States_(Unsplash).jpg"
"<a href=""//commons.wikimedia.org/wiki/User:Pinakpani"" title=""User:Pinakpani"">Pinakpani</a>",ai_dataset/negative/commons_167195672.jpg,no_niscalo,,cc by 4.0,,,,167195672,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Rishop_Pine_forest_at_6_mile,_Rishop_05.jpg"
"<a href=""//commons.wikimedia.org/wiki/User:IvoShandor"" title=""User:IvoShandor"">IvoShandor</a>",ai_dataset/negative/commons_2888810.jpg,no_niscalo,,cc by 2.5,,,,2888810,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:White_Pines_Forest_State_Park_Pine_Stand1.JPG
sowjaka,ai_dataset/positive/inat_395243262_724693253.jpg,niscalo,55.3003166667,cc-by,58.1380222222,395243262,2026-08-25,,724693253,iNaturalist,https://www.inaturalist.org/observations/395243262
pushy,ai_dataset/positive/inat_394873396_723969056.jpg,niscalo,46.4542833333,cc-by,-86.6832966667,394873396,2026-08-26,,723969056,iNaturalist,https://www.inaturalist.org/observations/394873396
"<a href=""//commons.wikimedia.org/wiki/User:LBM1948"" title=""User:LBM1948"">LBM1948</a>",ai_dataset/negative/commons_110744427.jpg,no_niscalo,,cc by-sa 4.0,,,,110744427,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest,_California_1989_34.jpg"
"<a href=""//commons.wikimedia.org/wiki/User:KLOTZ"" title=""User:KLOTZ"">JERRYE AND ROY KLOTZ MD</a>",ai_dataset/negative/commons_24825266.jpg,no_niscalo,,cc by-sa 3.0,,,,24825266,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:PATRIARCH_TREE,_BRISTLECONE_PINE_FOREST,_CA.jpg"
yggdrasi,ai_dataset/positive/inat_399052528_732098131.jpg,niscalo,40.6935554,cc-by,-110.9594541,399052528,2026-09-09,,732098131,iNaturalist,https://www.inaturalist.org/observations/399052528
Z3lvs,ai_dataset/negative/commons_142699966.jpg,no_niscalo,,cc0,,,,142699966,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest_04_30_2022_15.jpg
"<a href=""//commons.wikimedia.org/wiki/User:Pinakpani"" title=""User:Pinakpani"">Pinakpani</a>",ai_dataset/negative/commons_167195656.jpg,no_niscalo,,cc by 4.0,,,,167195656,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Rishop_Pine_forest_at_6_mile,_Rishop_03.jpg"
Z3lvs,ai_dataset/negative/commons_142699894.jpg,no_niscalo,,cc0,,,,142699894,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest_04_30_2022_6.jpg
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Nithinmohannair&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Nithinmohannair (page does not exist)"">Nithinmohan</a>",ai_dataset/negative/commons_22067483.jpg,no_niscalo,,cc by-sa 3.0,,,,22067483,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_forest_wagamon.JPG
"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/829"">Lis Burke</a>",ai_dataset/negative/commons_13109392.jpg,no_niscalo,,cc by-sa 2.0,,,,13109392,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Open_pine_forest_-_geograph.org.uk_-_578495.jpg
heavykevy13,ai_dataset/positive/inat_395610472_725399842.jpg,niscalo,46.4695829452,cc-by,-86.6765847802,395610472,2026-08-29,,725399842,iNaturalist,https://www.inaturalist.org/observations/395610472
prokhozhyj,ai_dataset/positive/inat_401915345_737746063.jpg,niscalo,55.9131484928,cc-by,38.30320557,401915345,2026-09-16,,737746063,iNaturalist,https://www.inaturalist.org/observations/401915345
sowjaka,ai_dataset/positive/inat_396062084_726297708.jpg,niscalo,55.2998638889,cc-by,58.1368583333,396062084,2026-08-25,,726297708,iNaturalist,https://www.inaturalist.org/observations/396062084
"<a href=""//commons.wikimedia.org/wiki/User:Pinakpani"" title=""User:Pinakpani"">Pinakpani</a>",ai_dataset/negative/commons_167195673.jpg,no_niscalo,,cc by 4.0,,,,167195673,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Rishop_Pine_forest_at_6_mile,_Rishop_06.jpg"
sowjaka,ai_dataset/positive/inat_396299306_726765378.jpg,niscalo,55.2997916667,cc-by,58.1369555556,396299306,2026-08-25,,726765378,iNaturalist,https://www.inaturalist.org/observations/396299306
"<a href=""//commons.wikimedia.org/wiki/User:Klasikdee"" title=""User:Klasikdee"">Klasikdee</a>",ai_dataset/negative/commons_78918856.jpg,no_niscalo,,cc by-sa 4.0,,,,78918856,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_forest_in_ngwo.jpg
vlesu55,ai_dataset/positive/inat_395191571_724596671.jpg,niscalo,56.41193,cc-by,75.30677,395191571,2026-08-28,,724596671,iNaturalist,https://www.inaturalist.org/observations/395191571
terolinjama,ai_dataset/positive/inat_402177085_738270865.jpg,niscalo,60.7454152715,cc0,21.7561518924,402177085,2026-09-17,,738270865,iNaturalist,https://www.inaturalist.org/observations/402177085
sowjaka,ai_dataset/positive/inat_396299344_726765524.jpg,niscalo,55.2997916667,cc-by,58.1369555556,396299344,2026-08-25,,726765524,iNaturalist,https://www.inaturalist.org/observations/396299344
"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/139"">Anne Burgess</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:Pine_Forest_-_geograph.org.uk_-_6729287.jpg#P170"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png?utm_source=commons.wikimedia.org&amp;utm_campaign=parser&amp;utm_content=thumbnail"" decoding=""async"" loading=""lazy"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>",ai_dataset/negative/commons_152821595.jpg,no_niscalo,,cc by-sa 2.0,,,,152821595,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_Forest_-_geograph.org.uk_-_6729287.jpg
sowjaka,ai_dataset/positive/inat_396062084_726297776.jpg,niscalo,55.2998638889,cc-by,58.1368583333,396062084,2026-08-25,,726297776,iNaturalist,https://www.inaturalist.org/observations/396062084
"<a href=""//commons.wikimedia.org/wiki/User:LBM1948"" title=""User:LBM1948"">LBM1948</a>",ai_dataset/negative/commons_110744415.jpg,no_niscalo,,cc by-sa 4.0,,,,110744415,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest,_California_1989_26.jpg"
Z3lvs,ai_dataset/negative/commons_142699974.jpg,no_niscalo,,cc0,,,,142699974,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest_04_30_2022_17.jpg
"<bdi><a href=""https://www.wikidata.org/wiki/Q123584377"" class=""extiw"" title=""d:Q123584377""><span title=""Finnish photographer"">Erkki Voutilainen</span></a></bdi>",ai_dataset/negative/commons_145874917.jpg,no_niscalo,,cc by 4.0,,,,145874917,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_forest_1950_(JOKAMT2Met21-1).tif
"<a href=""//commons.wikimedia.org/wiki/User:LBM1948"" title=""User:LBM1948"">LBM1948</a>",ai_dataset/negative/commons_110744913.jpg,no_niscalo,,cc by-sa 4.0,,,,110744913,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest,_California_1989_44.jpg"
"<a href=""//commons.wikimedia.org/wiki/User:Alexkom000"" title=""User:Alexkom000"">Alexkom000</a>",ai_dataset/negative/commons_196816484.jpg,no_niscalo,,cc by 4.0,,,,196816484,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2026-08-01_Pine_forest_in_Serra_do_Bouro.jpg
pei-ott,ai_dataset/positive/inat_399140471_732206250.jpg,niscalo,46.3353805556,cc-by,-62.6074722222,399140471,2026-09-07,,732206250,iNaturalist,https://www.inaturalist.org/observations/399140471
rust_bucket,ai_dataset/positive/inat_400727593_735412767.jpg,niscalo,44.3160714997,cc-by,-70.66298,400727593,2026-09-15,,735412767,iNaturalist,https://www.inaturalist.org/observations/400727593
sowjaka,ai_dataset/positive/inat_396062084_726297625.jpg,niscalo,55.2998638889,cc-by,58.1368583333,396062084,2026-08-25,,726297625,iNaturalist,https://www.inaturalist.org/observations/396062084
heavykevy13,ai_dataset/positive/inat_395610472_725399678.jpg,niscalo,46.4695829452,cc-by,-86.6765847802,395610472,2026-08-29,,725399678,iNaturalist,https://www.inaturalist.org/observations/395610472
"<a href=""//commons.wikimedia.org/wiki/User:Alexkom000"" title=""User:Alexkom000"">Alexkom000</a>",ai_dataset/negative/commons_197941732.jpg,no_niscalo,,cc by 4.0,,,,197941732,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2026-08-09_Pine_forest_in_Ferrel_2.jpg
"<a href=""//commons.wikimedia.org/wiki/User:Thunder60447"" title=""User:Thunder60447"">Thunder60447</a>",ai_dataset/negative/commons_194480166.jpg,no_niscalo,,cc by 4.0,,,,194480166,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Front_of_Pine_Forest_Inn_Historical_Marker.jpg
nataliaaa68,ai_dataset/positive/inat_398708234_731434030.jpg,niscalo,57.9929709014,cc-by,56.1520879716,398708234,2026-09-08,,731434030,iNaturalist,https://www.inaturalist.org/observations/398708234
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Janine_Sprout&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Janine Sprout (page does not exist)"">Janine Sprout</a>",ai_dataset/negative/commons_65582195.jpg,no_niscalo,,cc by-sa 4.0,,,,65582195,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bristlecone-pine-forest-janine-sprout.jpg
Z3lvs,ai_dataset/negative/commons_142699957.jpg,no_niscalo,,cc0,,,,142699957,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest_04_30_2022_11.jpg
"<a href=""//commons.wikimedia.org/wiki/User:Doomhope"" title=""User:Doomhope"">Clover Thomas</a>",ai_dataset/negative/commons_134606868.jpg,no_niscalo,,cc by-sa 4.0,,,,134606868,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Forest_floor_with_loblolly_pine_needles.jpg
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Avolphoto&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Avolphoto (page does not exist)"">Avolphoto</a>",ai_dataset/negative/commons_125987497.jpg,no_niscalo,,cc by-sa 4.0,,,,125987497,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_walking_path_in_pine_forest_taken_during_sprint.jpg
andrejus,ai_dataset/positive/inat_399996829_733925637.jpg,niscalo,55.18748052,cc-by,25.78108746,399996829,2026-09-13,,733925637,iNaturalist,https://www.inaturalist.org/observations/399996829
"<a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20161026012746/http://www.panoramio.com/user/3985956?with_photo_id=82462198"">Jaseem Hamza</a>",ai_dataset/negative/commons_55752504.jpg,no_niscalo,,cc by 3.0,,,,55752504,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vagamon_Pine_Forest_-_panoramio_(1).jpg
"<a href=""//commons.wikimedia.org/wiki/User:Z3lvs"" title=""User:Z3lvs"">Z3lvs</a>",ai_dataset/negative/commons_177097770.jpg,no_niscalo,,cc by-sa 4.0,,,,177097770,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sierra_de_la_Laguna_Pine-Oak_Forests_Ecoregion.png
sowjaka,ai_dataset/positive/inat_396066385_726309920.jpg,niscalo,55.299825,cc-by,58.1368916667,396066385,2026-08-25,,726309920,iNaturalist,https://www.inaturalist.org/observations/396066385
sarie_parie,ai_dataset/positive/inat_395303172_724810973.jpg,niscalo,60.7691702382,cc0,23.3756265789,395303172,2026-08-28,,724810973,iNaturalist,https://www.inaturalist.org/observations/395303172
jokerrr83,ai_dataset/positive/inat_401347450_736627116.jpg,niscalo,50.28279747,cc-by,13.83196609,401347450,2026-09-18,,736627116,iNaturalist,https://www.inaturalist.org/observations/401347450
prokhozhyj,ai_dataset/positive/inat_401915345_737747787.jpg,niscalo,55.9131484928,cc-by,38.30320557,401915345,2026-09-16,,737747787,iNaturalist,https://www.inaturalist.org/observations/401915345
alyona_osipova,ai_dataset/positive/inat_397382251_728840761.jpg,niscalo,57.05325,cc-by,65.9533383333,397382251,2026-09-04,,728840761,iNaturalist,https://www.inaturalist.org/observations/397382251
"<a href=""//commons.wikimedia.org/wiki/User:Christophe95"" title=""User:Christophe95"">Christophe95</a>",ai_dataset/negative/commons_98686833.jpg,no_niscalo,,cc by-sa 4.0,,,,98686833,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Samneung_Pine_Forest_1.jpg
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Peanut.id&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Peanut.id (page does not exist)"">Peanut.id</a>",ai_dataset/negative/commons_118399790.jpg,no_niscalo,,cc by-sa 4.0,,,,118399790,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bright_morning_sky_at_pine_forest.jpg
